,DateOccured,DateReported,Location,Duration
607,19950126,19950127," West South Port, ME",1 min.
608,19950716,19950716," Santa Ana, CA",15 min.
609,19950103,19950103," Tewksbury, MA",15
610,19950729,19950729," Puyallup, WA",1 min.
611,19950701,19950705," Ocean Shores, WA",5 min.
612,19950209,19950424," Anaheim, CA",
613,19951117,19951117," Lower Nazareth, PA",3 min.
614,19950527,19950527," Hialeah, FL",
615,19950209,19950209," Vancouver, WA",
616,19950826,19950827," Inyo Co., CA",
617,19950223,19950321," Lexington, KY",
618,19950905,19950910," Mercer Island, WA",
619,19951105,19951105," Champaign, IL",5 min.
620,19950227,19950227," Harrisonburg, VA",
621,19940515,19950602," N. Seattle, WA",
622,19951010,19951010," Puerto Rico (Puerto Rico), PR",
623,19950928,19950928," Copley, PA",
624,19950419,19950420," Binghamton, NY",5 sec.
625,19951113,19951112," Birmingham, AL",2 sec.
626,19950430,19950505," San Diego, CA",75 min.
627,19950821,19950822," Dowling, MI",35 min.
628,19950103,19950104," Marysville, WA",2 min.
629,19950822,19950823," Bothell, WA",
630,19950406,19950406," Burlington, NJ",30 sec.
631,19950127,19950127," Seatac, WA",2 min.
632,19950209,19950209," Auburn, ME",
633,19951110,19951110," Eilmsport, PA",
634,19950827,19950829," Los Angeles, CA",2 sec.
635,19951101,19951108," Manson, WA",
636,19950429,19950501," Spokane, WA",
637,19950918,19950918," Seattle, WA",
638,19951007,19951007," Muskegon, MI",
639,19951014,19951014," Dayton, WA",5 sec.
640,19950124,19950124," Lebanon, TN",108 min.
641,19950124,19950124," San Angelo, TX",9 sec.
642,19950603,19950603," Marysville, WA",15 sec.
643,19860804,19950605," Harrisonburg, LA",5 min.
644,19950308,19950308," Ammon, ID",2 min.
645,19950528,19950529," Shelton, WA",
646,19951029,19951029," Ellisville, MO",30 min.
647,19950921,19950922," Seattle, WA",90 sec.
648,19950325,19950426," Seattle, WA",30 min.
649,19950315,19950315," Jackson, TN",45 sec.
650,19940704,19950515," Oregon City, OR",
651,19951117,19951117," York, ME",5 sec.
652,19950226,19950227," Stanwood, WA",
653,19950608,19950609," Fresno, CA",
654,19950819,19950824," Forest Lake, MN",
655,19950728,19950728," Folsom, CA",10 sec.
656,19951114,19951114," American Canyon, CA",30 min.
657,19950307,19950312," Portland, OR",15 sec.
658,19950516,19950517," Lake Oswego, OR",30 min.
659,19950218,19950218," Warren, IL",35 min.
660,19950812,19950812," Seattle, WA",30 sec.
661,19950228,19950301," Eastgate, WA",
662,19950914,19950914," Potter Valley, CA",5 sec.
663,19950915,19950919," New York City, NY",18 min.
664,19570601,19950725," E. Los Angeles, CA",
665,19950204,19950204," New Orleans, LA",
666,19950418,19950418," Leesport, PA",3 min.
667,19950207,19950207," Seattle, WA",
668,19950205,19950207," Greensville, NC",
669,19950225,19950227," Portland, OR",40 min.
670,19950213,19950215," Cheboygan, MI",
671,19951019,19951019," Vancouver, WA",
672,19950802,19950830," Deming, NM",30 min.
673,19950117,19950118," Moorehead, MN",30 min.
674,19950331,19950404," Placerville, CA",5 sec.
675,19950525,19950525," Pueblo, CO",
676,19950928,19950928," Las Vegas, NV",15 sec.
677,19950820,19950822," Colonial Beach, VA",
678,19950825,19950826," Crescent City, CA",
679,19950204,19950310," Lewiston, MT",
680,19951117,19951118," Seattle, WA",38 min.
681,19950330,19950402," Murphy, NC",1 min.
682,19951103,19951103," Colton, CA",10 min.
683,19950219,19950219," Seattle, WA",3 hrs.
684,19950624,19950625," Kirkland, WA",
685,19950913,19950913," Potter Valley, CA",30 sec.
686,19950806,19950807," Bakersfield, CA",8 hrs.
687,19950801,19950801," Tacoma, WA",60 sec.
688,19951115,19951116," Green Co., TN",2 hrs.
689,19950624,19950624," Florence, AL",2 sec.
690,19951004,19951004," Seattle, WA",
691,19951019,19951019," Vancouver, WA",3 min.
692,19950606,19950607," Oroville, CA",50 min.
693,19950804,19950804," Vancouver, WA",3 min.
694,19950807,19950807," Bakersfield, CA",
695,19950507,19950510," Seattle, WA",
696,19950930,19950930," Anderson, IN",1 min.
697,19950318,19950422," Bakersfield, CA",
698,19950430,19950501," Mt. City, TN",
699,19950221,19950225," Yakima, WA",3 min.
700,19950315,19950315," Cannis City, FL",7 sec.
701,19950221,19950221," Colville Reservation, WA",
702,19950929,19950929," Sacramento, CA",3.5 hrs.
703,19950808,19950808," Clinton, MO",15 min.
704,19951008,19951008," Phoenix, AZ",
705,19950611,19950615," Farmington, UT",
706,19950210,19950210," Oregon City, OR",10 min
707,19951028,19951028," Auburn, WA",2 sec.
708,19950219,19950221," Fargo, ND",10 min.
709,19941229,19950101," La Crosse, WA",
710,19950421,19950424," Newport, OR",
711,19950324,19950324," Las Vegas, NV",
712,19950407,19950409," Boulder, CO",7 sec.
713,19950525,19950525," Silverdale, WA",
714,19950518,19950518," Middletown, CT",
715,19950825,19950825," Sarasota, FL",5 sec.
716,19951011,19951011," New York City/Brooklyn, NY",12 min.
717,19950821,19951113," Seattle, WA",
718,19950103,19950103," Redmond, WA",5 sec.
719,19951017,19951017," Miami, FL",
720,19950628,19950628," Irving, TX",7 min.
721,19950825,19950825," Bothell, WA",5 sec.
722,19950121,19950121," Portland, OR",15 min.
723,19950206,19950208," Little Rock, AR",
724,19950126,19950126," Concrete, WA",55 min.
725,19950829,19950918," Inglewood, CA",
726,19950312,19950312," Avondale, AZ",90 min.
727,19950729,19950730," Wilkes-Barre, PA",20 sec.
728,19951005,19951005," North Las Vegas, NV",
729,19950814,19950817," Federal Way, WA",1 sec.
730,19950512,19950512," Starkey, OR",20 min.
731,19950106,19950107," Glendo, WY",15 min
732,19950625,19950927," Portland, OR",
733,19950221,19950221," Lake Tahuyeh, WA",20 min.
734,19951105,19951106," Mascoutah, IL",7 sec.
735,19950805,19950812," Woodland, WA",
736,19951119,19951119," Virginia Beach, VA",25 sec.
737,19950329,19950329," Jacksonville, FL",10 min
738,19951112,19951114," Keesler AFB, MS",1 hr.
739,19950804,19950804," Sacramento, CA",4 min.
740,19950629,19950630," Klamath Falls, OR",
741,19950425,19950425," Portland, OR",75 min.
742,19950422,19950422," Oregon, IL",60 sec.
743,19950925,19950925," Ronan, MT",
744,19950530,19950530," Byron, MN",105 min.
745,19950330,19950331," Warren, MI",10 min.
746,19950122,19950123," Renton, WA",3 min.
747,19950223,19950223," Tacoma, WA",45 min.
748,19950201,19950222," Fort Lewis, WA",
749,19930502,19950502," Vancouver, WA",
750,19950315,19950316," St. Louis, MO",
751,19950314,19950314," Seattle, WA",10 sec.
752,19951108,19951108," Pilot Rock, OR",1 hr.
753,19950507,19950518," Gresham, OR",10 sec.
754,19950704,19950706," Orlando, FL",4-5 min
755,19950107,19950107," Malmstrom AFB, MT",
756,19950915,19950918," Corvallis, MT",
757,19950327,19950328," Harmony, ME",90 min.
758,19950920,19951020," Puyallup, WA",
759,19950212,19950212," El Cerrito, CA",
760,19950224,19950225," Fernley, NV",20 min
761,19950221,19950226," Council Bluffs, IA",15 min.
762,19950110,19950110," Riverside, CA",30 sec.
763,19950730,19950729," Bolivia, NC",10 min.
764,19950527,19950527," Tacoma, WA",10 sec.
765,19950316,19950322," Molalla, OR",10 min.
766,19950913,19950912," Tallahassee, FL",30 sec.
767,19950911,19950911," Whitefish, MT",5 min.
768,19950422,19950423," Seattle, WA",4 sec.
769,19951105,19951105," Lexington, KY",3 hrs.
770,19950825,19950824," Cleveland, OH",10 sec.
771,19950821,19950822," Tacoma, WA",1 sec.
772,19951119,19951119," Olathe, KS",1 hr.
773,19950104,19950104," Noxen, PA",5  min.
774,19950728,19950728," Belmont, CA",25 min.
775,19950315,19950315," Vienna, VA",3 sec.
776,19950502,19950502," Memphis, TN",
777,19950725,19950725," West Seattle, WA",5 min.
778,19950828,19950828," Burbank, CA",5 sec.
779,19951014,19951017," Troy, MT",2 sec.
780,19950214,19950214," Chico, CA",
781,19950128,19950130," Burbank, CA",15 sec.
782,19950714,19950714," Seattle, WA",
783,19950917,19950917," Richardson, TX",30 min.
784,19800107,19950226," Oklahoma City, OK",10 min.
785,19950423,19950424," Hickory Corners, MI",1 sec.
786,19950820,19950821," Holly, WA",
787,19951010,19951010," Oakland, CA",1 min.
788,19950814,19950814," Martinez, CA",
789,19950811,19950819," Puyallup, WA",1 min.
790,19950521,19950522," Phoenix, AZ",1 min.
791,19950913,19950914," Midvale, UT",
792,19950116,19950117," Renton, WA",10 sec.
793,19951017,19951018," Mergas, GA",
794,19950123,19950123," Seattle, WA",30 sec.
795,19951114,19951116," Midway, GA",2 min.
796,19950818,19950817," Kearney, MO",10 min.
797,19921015,19950725," Wilsonville, OR",15 sec.
798,19950817,19950829," McKenzie, ND",10 sec.
799,19950405,19950406," Boyertown, PA",1 hr.
800,19950801,19950802," Seattle, WA",1-2 sec.
801,19950524,19950524," Brentwood, TN",1 min.
802,19950419,19950712," Richmond, VA",15 min.
803,19950512,19950512," Carmichael, CA",
804,19950812,19950813," Lancaster, WA",1 hr.
805,19950827,19950828," Lost Lake, OR",1 min.
806,19950924,19950924," Boise, ID",20 min.
807,19950817,19950823," South Park, WA",90 sec.
808,19950914,19950914," Columbus (Canada), NB",5 sec.
809,19950413,19950415," Brooklyn, AR",5 sec.
810,19950727,19950728," Beaverton, OR",7 min.
811,19950117,19950125," Anchorage, AK",15 min.
812,19891126,19950714," Dallas, TX",10 min.
813,19950730,19950730," Baltimore, MD",5 sec.
814,19950917,19950918," Colorado Springs, CO",
815,19950724,19950725," Olympia, WA",22 sec.
816,19950929,19951002," Manchester, ME",
817,19951118,19951118," Mojave, CA",35 min.
818,19950523,19950523," Woodland, ME",20 min.
819,19950804,19950804," Bothell, WA",
820,19950219,19950221," Fenton, MI",
821,19950301,19950303," Sedalia, MO",5 min.
822,19950729,19950802," Culver City, CA",
823,19951022,19951022," Auburn, CA",6 sec.
824,19950730,19950730," San Fernando, CA",3.5 hrs.
825,19950613,19950613," Tulare, CA",3 min.
826,19950726,19950726," Mason City, IA",
827,19950612,19950612," Wichita, KS",
828,19960428,19960428," Idaho Falls, ID",4 sec.
829,19951203,19951203," Nisqually Delta, WA",15 sec.
830,19960504,19960504," Fagle, ID",20 min.
831,19960519,19960526," Santa Barbara, CA",
832,19961126,19970209," Daytona Beach, FL",1minute
833,19960313,19960313," Pink Hill, NC",4 min.
834,19960115,19960115," Spanaway, WA",
835,19961116,19961117," Reading, PA",5 sec.
836,19960211,19960211," Lake Stevens, WA",
837,19960412,19960417," Baltimore, MD",5 sec.
838,19960323,19960323," Middletown, NJ",
839,19960315,19961231," Sewickly, PA",2 sec.
840,19951201,19951201," Waukesha, WI",2 sec.
841,19961116,19961117," New York City, NY",
842,19951120,19951120," Sumter, SC",20 sec.
843,19960622,19960623," Garland, TX",4 min.
844,19960113,19960114," Springfield, MO",
845,19960529,19960530," Antioch, CA",5 min.
846,19961117,19961117," Grandview, MO",
847,19950615,19970105," Glendale, AZ",seconds
848,19951210,19951211," Houston, TX",5 sec.
849,19960405,19960405," San Diego, CA",30 min.
850,19960929,19961001," Kelso, WA",
851,19951212,19951212," Glen, NY",15 sec.
852,19970206,19970220," Grove City, PA",3 hours
853,19960526,19960526," Fort Myers, Fl",10 min.
854,19961217,19961217," Hansville, WA",3 sec.
855,19961217,19961218," Sunrise, FL",60-90 seconds
856,19960404,19960404," Las Vegas, NV",6 sec.
857,19961120,19961204," North Port, FL",8 min.
858,19970226,19961206," London (UK/England),",3 min.
859,19951231,19960117," Longview, WA",
860,19960406,19960406," Billings, MT",10 sec.
861,19960216,19960302," Cashmere, WA",5 sec.
862,19830630,19960115," North Port, MI",Hours
863,19951220,19951221," Schnecksville, PA",3 min.
864,19960808,19970103," Cuenca (Eof, in the high Andes Mts)  (Ecuador),",a few seconds
865,19970404,19970404," Winsted, CT",5 sec.
866,19941015,19951204," Bellevue, WA",25 min.
867,19960522,19960523," Hilliard, OH",
868,19960620,19960627," Fort Myers (north), FL",5-6 sec
869,19960204,19960219," Marblemount, WA",5 min.
870,19960428,19960428," Kalispell, MT",3 sec.
871,19960920,19970206," Cancun (Melia Turquesa Hotel) (Mexico),",4-5 seconds
872,19960218,19960301," Cedar Springs, MI",
873,19961115,19961123," Blossburg, PA",30 sec.
874,19960322,19960323," Houston, TX",10 sec.
875,19960407,19960407," Lakewood, CO",6 sec.
876,19970107,19970108," Amelia, OH",5 min.
877,19951213,19951214," Upper Makefield, PA",30 sec.
878,19960414,19960415," Petoskey, MI",1 min.
879,19961107,19961207," Seattle, WA",7 sec.
880,19960509,19960509," Macon, GA",14 min.
881,19960628,19960629," Baltimore, MD",1 minute
882,19960203,19960203," Walla Walla Airport, WA",4 min.
883,19951128,19951129," Bellevue, WA",15 sec.
884,19960403,19960403," Fontana, CA",18 min.
885,19961217,19961217," Tigard, OR",3 sec.
886,19970108,19970109," Eden, NY",30-60 sec.
887,19960227,19960304," Troutdale (near), WA",
888,19960604,19960604," Scottsdale, AZ",30 sec.
889,19960507,19960507," Coos Bay, OR",5 min.
890,19961025,19961101," Laurel, MD",25 sec.
891,19960302,19960302," Mountain Village, AK",60 min.
892,19960616,19960618," Moses Lake, WA",1 min.
893,19960524,19960524," Youngstown, OH",3 min.
894,19960122,19960122," Redding, CA",
895,19970206,19970212," Coober Pedy, S.A. (Approx. 250km south of) (Australia),",
896,19960228,19960228," Bothell, WA",2 sec.
897,19960407,19960517," Bellflower, CA",10 sec.
898,19960414,19960414," Polk County, WI",
899,19960201,19960203," Las Vegas, NV",30 sec.
900,19961124,19961124," Bismarck, ND",60 sec.
901,19960208,19961002," St. Joseph, MO",5 sec.
902,19960620,19960620," Renton, WA",
903,19961116,19961117," Frostburg, MD",
904,19961229,19961229," Bastrop, LA",1 hour
905,19871220,19970119," Las Vegas (60-70 miles north-east of, Interstate 15 North), NV",3 - 4 minutes
906,19961116,19961116," Jacksonville, FL",
907,19960413,19960413," Fort Myers, FL",4 sec.
908,19961130,19961130," Kirkland, WA",10 min.
909,19960517,19960516," Miami, Fl",5 sec.
910,19960425,19960426," Gold River, CA",30 min.
911,19960624,19960626," Aurora, CO",1 hour
912,19960428,19960428," Fort Walton Beach, Fl",5 min.
913,19951214,19951214," Pomona, CA",15 min.
914,19951127,19951127," Ft. Morgan, CO",2 hrs.
915,19960623,19960623," Santa Paula, CA",5 min.
916,19960228,19960301," Tri-Cities, WA",30 sec.
917,19951230,19951230," Seattle, WA",15 min.
918,19960601,19960613," Concord, CA",10 sec.
919,19960112,19960112," Latour, MO",
920,19960605,19960605," Lancaster, SC",
921,19960607,19960607," Palmdale, CA",2 min.
922,19961125,19961126," Alice Springs  (NT, Australia),",
923,19960226,19960226," Fort Lauderdale, FL",2 hrs.
924,19960515,19960515," Atolicita Hills, CA",2 min.
925,19951120,19951120," Bremerton, WA",2 sec.
926,19961125,19961126," Canberra (Australia),",
927,19950731,19960409," Sarasota, FL",
928,19951119,19951127," Placerville, CA",3 sec.
929,19960629,19960630," East Providence, RI",45 min
930,19970108,19970110," Worsley, Manchester (UK/England),",2 minutes
931,19960509,19960509," Mansfield, TX",90 sec.
932,19960812,19961126," Seattle, WA",30 sec.
933,19961117,19961118," Big Flats, NY",
934,19960114,19960116," Charleston, SC",25 min.
935,19951207,19951207," Oldsmar, FL",4 sec.
936,19961116,19961122," Gorman VOR (inflight), CA",
937,19960513,19960515," Rochester, NY",35 min.
938,19961116,19961118," Bandy, NY",4 sec.
939,19960824,19970202," Fort Collins (northwest of), CO",9 Hours
940,19960131,19970121," Buckhead Ridge, FL",5 min 30 sec
941,19960403,19960403," Fontana, CA",18 min.
942,19951122,19951122," Woodland, CA",
943,19960907,19970106," West Manchester, OH",20 min.
944,19960414,19960414," Minneapolis, MN",
945,19961116,19961118," Odessa, NY",30 sec.
946,19960617,19960617," North Delta (Canada), BC",10 sec.
947,0,19951218," Chattanooga, TN",
948,19931015,19961230," Garden Grove, CA",15 minutes
949,19951205,19951206," North Bend, WA",4 min.
950,19961225,19961225," Fresno/Stockton (from, to Stockton), CA",several minutes
951,19960414,19960502," Cheboygan, MI",
952,19961115,19961226," Lima, OH",10 minutes
953,19960402,19960402," Mussel Shoals, AL",4 sec.
954,19960113,19960114," Osage Beach, MO",
955,19960105,19960111," Round Lake, IL",3 min.
956,19960228,19960312," Newcastle, WA",2 min.
957,19951203,19951203," Chandler, AZ",12
958,19970119,19970119," Rio de Janeiro (Brazil),",30 sec
959,19960414,19960414," Wyoming, MN",45 sec.
960,19960506,19960506," Tampa, FL",2 hrs.
961,19960424,19960428," Port Angeles, WA",40 sec.
962,19950915,19970221," Wasilla, AK",10:00
963,19950306,19960120," Florence, OR",
964,19960227,19960301," Saginaw, MI",8 min.
965,19961210,19961210," Pensacola, FL",15 min.
966,19960518,19960519," Seattle, WA",15 sec.
967,19960415,19960415," Campbell, CA",4 sec.
968,19960108,19960108," Wenatchee, WA",11 min.
969,19970108,19970109," South Attleboro, MA",7 seconds
970,19960301,19960302," Bath, IL",1 MIN.
971,19920615,19961203," River Falls, WI",2-3 mins
972,19960125,19960130," Redding, CA",12 min.
973,19951121,19951121," Peyton, CO",5 min.
974,19951122,19951123," Haltbro, PA",1 minute
975,19960413,19960428," ,",
976,19970101,19970101," Clatonia, NE",10 min.
977,19960201,19960201," Woodinville, WA",1 min.
978,19930209,19970116," Lufkin, TX",5-7 min.
979,19960603,19960611," Oglethorpe, GA",30 min.
980,19960322,19960322," Meridian, MS",20 sec.
981,19951117,19951120," Seattle, WA",3 hrs.
982,19961116,19961116," Riverside, NJ",30 min.
983,19960229,19960301," Redmond, WA",35 sec.
984,19960217,19960223," Cactus Flats, CA",5 min.
985,19960102,19960111," Scottsdale, WA",5 sec.
986,19970129,19970130," East Greenwich, RI",5  minutes
987,19961222,19961222," Reno, NV",3 seconds
988,19951125,19951125," Woodland, CA",2 sec.
989,19960218,19960218," Gainesville, FL",5 min.
990,19951124,19951204," Comanche County, OK",
991,19960509,19960509," Phoenix, AZ",20 sec.
992,19960415,19960417," Bakersfield, CA",4 sec.
993,19960216,19960216," Ithaca, NY",3 min.
994,19960229,19960301," Cedar Springs, MI",15 min.
995,19961123,19961124," Kingsville, OH",18 min.
996,19930701,19961219," Lynnwood/Alderwood Manor, WA",several minutes
997,19960305,19960305," Whidbey Island, WA",2 min.
998,19951224,19960226," Christiansburg, VA",1-2 min.
999,19961214,19961217," Vashon Island, WA",1 sec.
1000,19951120,19951120," Tampa, FL",
1001,19960807,19970103," West Manchester, OH",15 min.
1002,19970201,19970201," Winter Springs, FL",about 5 min.
1003,19960609,19960611," Banning, CA",35 min.
1004,19960620,19960620," Oakley, CA",
1005,19961003,19961209," Derby, CT",30 - 40 minutes
